STRUCTURE[;],STRUCTURE_ID,ACTION,INDICATOR,BASE_PERIOD,REGION,BREAKDOWN,FREQ,TIME_PERIOD,OBS_VALUE
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2016-Q4,104.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2017-Q1,101.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2017-Q2,100.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2017-Q3,100.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2017-Q4,102.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2018-Q1,102
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2018-Q2,100.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2018-Q3,100.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2018-Q4,101.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2019-Q1,102.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2019-Q2,102
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2019-Q3,100.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2019-Q4,103.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2020-Q1,101.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2020-Q2,101.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2020-Q3,101.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2020-Q4,101.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2021-Q1,104.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2021-Q2,104.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2021-Q3,102.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2021-Q4,103.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2022-Q1,104.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2022-Q2,102.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2022-Q3,102
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2022-Q4,102.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2023-Q1,102.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2023-Q2,104.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2023-Q3,104.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2023-Q4,102.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2024-Q1,105.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2024-Q2,102.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2024-Q3,103.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2024-Q4,104
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2025-Q1,104.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2025-Q2,103.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2025-Q3,100.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2025-Q4,104.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1,Q,2026-Q1,104.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2016-Q1,101
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2016-Q2,95.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2016-Q3,97.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2016-Q4,106
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2017-Q1,100.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2017-Q2,100.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2017-Q3,100.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2017-Q4,104.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2018-Q1,101.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2018-Q2,100.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2018-Q3,100.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2018-Q4,101.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2019-Q1,102.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2019-Q2,100.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2019-Q3,100.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2019-Q4,103.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2020-Q1,101.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2020-Q2,102.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2020-Q3,101.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2020-Q4,101.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2021-Q1,105.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2021-Q2,104
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2021-Q3,102.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2021-Q4,103.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2022-Q1,105.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2022-Q2,101.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2022-Q3,102.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2022-Q4,103.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2023-Q1,103.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2023-Q2,104
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2023-Q3,103.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2023-Q4,102.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2024-Q1,105.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2024-Q2,102
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2024-Q3,103.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2024-Q4,103.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2025-Q1,104.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2025-Q2,104
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2025-Q3,100.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_1,Q,2025-Q4,104.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2016-Q1,100.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2016-Q2,98
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2016-Q3,101.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2016-Q4,105.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2017-Q1,101
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2017-Q2,100.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2017-Q3,100.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2017-Q4,101.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2018-Q1,102.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2018-Q2,101.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2018-Q3,100.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2018-Q4,101.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2019-Q1,102
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2019-Q2,102.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2019-Q3,100.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2019-Q4,102.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2020-Q1,100.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2020-Q2,102.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2020-Q3,100.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2020-Q4,101.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2021-Q1,103.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2021-Q2,105.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2021-Q3,102.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2021-Q4,104.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2022-Q1,104.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2022-Q2,103.8
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2022-Q3,101.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2022-Q4,101
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2023-Q1,100.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2023-Q2,105.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2023-Q3,104.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2023-Q4,102.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2024-Q1,105.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2024-Q2,102.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2024-Q3,103.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2024-Q4,104
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2025-Q1,104.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2025-Q2,103.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2025-Q3,100
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_2,Q,2025-Q4,104.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2016-Q1,101
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2016-Q2,96.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2016-Q3,103
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2016-Q4,99.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2017-Q1,102.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2017-Q2,100
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2017-Q3,100.2
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2017-Q4,100.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2018-Q1,101.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2018-Q2,102.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2018-Q3,100.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2018-Q4,103.6
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2019-Q1,103
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2019-Q2,103.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2019-Q3,100
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2019-Q4,102.5
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2020-Q1,103.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2020-Q2,100.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2020-Q3,102
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2020-Q4,102.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2021-Q1,106.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2021-Q2,104.4
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2021-Q3,102.1
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2021-Q4,103.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2022-Q1,104.7
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2022-Q2,103.9
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2022-Q3,101.3
dataflow,SSSU:DF_PRICE_CHANGE_HOUSING_MARKET(16.0.0),R,INDEX_HOUSPRICE,PREV_QUART,UA00000000000000000,H_1_1_3,Q,2022-Q4,102.4
